name,street_address,price,cuisine,rating
Tanglin Crispy Curry Puff,"Hong Lim Market &amp; Food Centre, Blk 531A Upper Cross St #02-34",Under $10,,3
Tanglin Halt Original Peanut Pancake,"Tanglin Halt Market, 48A Tanglin Halt Road #01-17",Under $10,,4
Tanjong Beach Club,120 Tanjong Beach Walk,$21 - $30,American,3.5
Tanjong Rhu Pau &amp; Confectionery,Blk 72 Thomson Road #01-113,Under $10,Cantonese/Hong Kong,4.5
Tanjong Rhu Wanton Noodle,"Jalan Batu Market and Cooked Food Centre, Blk 4A Jalan Batu #01-35",Under $10,"Singaporean, Chinese",
Tanuki Raw,"534 National Design Centre, 111 Middle Road #01-05",$21 - $30,Japanese,
Tanuki Raw,"Jewel Changi Airport, 78 Airport Boulevard, #05-202",$21 - $30,"Japanese, Fusion",
Tanuki Raw,"Orchard Central, 181 Orchard Road #04-01",$21 - $30,Japanese,3.5
Tanyoto,"Liang Court, 177 River Valley Road #01-25/25A",$21 - $30,Sichuan,3.5
TAO Seafood Asia,"Asia Square Tower 2, 12 Marina View #02-10",$51 - $80,"Asian Variety, Singaporean Chinese",4
TAO&#39;S,"The Central, 6 Eu Tong Sen St #04-86",$21 - $30,Fusion,4
Tapa King - Food Junction,"Century Square, 2 Tampines Central 5 #03-12",Under $10,Filipino,
Tapow,19 Ann Siang Hill,Under $10,Fusion,
Taste Paradise,"ION Orchard, 2 Orchard Turn #04-07",$21 - $30,Cantonese/Hong Kong,4
Tasty Thai Hut,"Bukit Timah Market &amp; Food Centre, 116 Upper Bukit Timah Road #02-159",Under $10,Thai,4
Tatsuya Japanese Restaurant,"Goodwood Park Hotel, 22 Scotts Road",$81 - $150,Japanese,4.5
Tawandang Microbrewery,26 Dempsey Road #01-01,$31 - $50,"German, Thai",3.5
TCC - The Connoisseur Concerto,"Anchorpoint, 370 Alexandra Road #01-07/08",$31 - $50,Multi-Cuisine,4
TCC - The Connoisseur Concerto,51 Circular Road,$31 - $50,Multi-Cuisine,4
TCC - The Connoisseur Concerto,"Bugis Junction, 200 Victoria Street #01-97",$31 - $50,Multi-Cuisine,4
TCC - The Connoisseur Concerto,"Millenia Walk, 9 Raffles Boulevard #01-44/45",$31 - $50,Multi-Cuisine,4
TCC - The Connoisseur Concerto,"Citylink Mall, 1 Raffles Link #B1-26",$31 - $50,Multi-Cuisine,4
TCC - The Connoisseur Concerto,"Shaw House, 350 Orchard Road Level 2 (Isetan Scotts)",$31 - $50,Multi-Cuisine,3.5
TCC - The Connoisseur Concerto,"Wisma Atria, 435 Orchard Road #02-18",$31 - $50,Multi-Cuisine,3.5
TCC - The Connoisseur Concerto,"Marina at Keppel Bay, 2 Keppel Bay Vista #02-02A",$31 - $50,Multi-Cuisine,4
Tea Valley,"Downtown East, Blk 1 Pasir Ris Close #01-05A",Under $10,Taiwanese,3.5
Teahouse - The Asian Kitchen,"Raffles City Shopping Centre, 252 North Bridge Road #B1-14/15",Under $10,Taiwanese,3.5
Teck Ee Economic Rice,6 Jalan Tampang,Under $10,,
Teck Seng Soya Bean Milk,"Tiong Bahru Market, 30 Seng Poh Road #02-69",Under $10,,4
Teck Teochew Porridge,"Tin Yeang Restaurant, Blk 300 Joo Chiat Road",Under $10,Teochew,3.5
Tenderfresh Xpress,"Causeway Point, 1 Woodlands Square #B1-K14",Under $10,,
Tendon Kohaku - Japan Gourmet Hall SORA,"Singapore Changi Airport Terminal 2, 60 Airport Boulevard, #036-058",$11 - $20,Japanese,
TenEleven Cupcakes,"Far East Plaza, 14 Scotts Road #01-54/55",Under $10,,3.5
Teng Bespoke Japanese Vegetarian Dining,"Sunshine Plaza, 91 Bencoolen St #01-50",$31 - $50,Japanese,4
Tenjin,"Shaw Centre, 1 Scotts Road, #03-08",$11 - $20,Japanese,
Tenkaichi,"Marina square, 6 Raffles Boulevard #03-129",$31 - $50,Japanese,
Teo Chew Noodle - Kopitiam,Blk 325 Clementi Ave 5,Under $10,"Singaporean, Teochew, Chinese",
Teo Kee Mushroom Minced Pork Noodle,"Tampines Round Market and Food Centre, Blk 137 Tampines St #01-05",Under $10,"Singaporean, Teochew, Chinese",3.5
Teochew Beef Kway Teow,"Amoy Street Food Centre, 7 Maxwell Road #01-23",Under $10,Teochew,
Teochew Cuisine Restaurant,132 Bukit Batok West Ave 6 #01-300,$21 - $30,Teochew,3.5
Teochew Fish Ball noodle,"Amoy Street Food Centre, 7 Maxwell Road #02-130",Under $10,Teochew,
Teochew Fishball,"Bukit Timah Market, 51 Upper Bukit Timah Road #179",Under $10,Teochew,3.5
Teochew Fishball Noodle,"Boon Lay Shopping Centre, 221 Boon Lay Plaza",Under $10,Teochew,
Teochew Fishball Noodle - Soon Hong Food House,742 Tampines St 72 #01-01,Under $10,"Singaporean, Teochew, Chinese",
"Teochew Hand Made Squid Ball, Pork Ball, Mixed Soup","Telok Blangah Crescent Market &amp; Food Centre, 11 Telok Blangah Crescent, #01-119",Under $10,Teochew,
Teochew Handmade Pau,"Toa Payoh West Market &amp; Food Court, Blk 127 Lorong 1 Toa Payoh #02-02",Under $10,Teochew,3.5
"Teochew HandMade Sotong Ball, Pork Ball, Mixed Soup","Maxwell Food Centre, 1 Kadayanallur St #01-83",Under $10,Teochew,
Teochew Porridge &amp; Kway Chap,"Comcentre Cafeteria, 31 Exeter Road #B1-07",Under $10,Teochew,
Teochew Porridge &amp; Veg. Rice - Yummy Food Point,301 Ubi Ave 1,Under $10,Teochew,
Teochew Rice &amp; Porridge,"Maxwell Food Centre, 1 Kadayanallur St #01-98",Under $10,Teochew,
Teochew Street Mushroom Mince Meat Noodles,"Chinatown Complex Market and Food Centre, 335 Smith St #02-023",Under $10,Teochew,3.5
Teppan Works,42 Tras Street,$31 - $50,Japanese,
Teppan-Ya,"Mandarin Oriental Singapore, 5 Raffles Avenue Level 4",$31 - $50,Japanese,
Teppan-Yaki - Foodfare,"AMK Hub, 53 Ang Mo Kio Ave 3 #03-12",Under $10,Japanese,
Teppanyaki - Food Junction,"Junction 8 Shopping Centre, 9 Bishan Place #04-01",Under $10,Japanese,
Teppanyaki - Kopitiam,624 Choa Chu Kang St 62 #02-222/224,Under $10,Japanese,
Teppanyaki - Kopitiam,"White Sands, 1 Pasir Ris Central St 3 #03-01",Under $10,Japanese,
Teppei Japanese Restaurant,"Orchid Hotel, 1 Tras Link #01-18",$51 - $80,Japanese,4
Teppei Syokudo,"Takashimaya, 391 Orchard Road Basement 2",$21 - $30,Japanese,
Tess Bar &amp; Kitchen,38 Seah St,$51 - $80,"Spanish, European, Fusion",
Teuscher Chocolates of Switzerland,"Palais Renaissance, 390 Orchard Road #01-07",$21 - $30,Swiss,
Texas Chicken,"Changi Airport Terminal 1, 80 Airport Boulevard #031-001B (Departure Transit Lounge)",Under $10,American,3
Texas Chicken,"Westgate, 3 Gateway Drive #B1-09",Under $10,American,3.5
Thai Boat Noodle,144 Bukit Timah Road #01-09,Under $10,Thai,
Thai Hao Chi Mookata,908 Upper Thomson Road,$11 - $20,Thai,
Thai Noodle House,"Coronation Arcade, 5 Coronation Road, #01-03",$11 - $20,Thai,3.5
Thai &amp; Viet Cuisine - Koufu,"Nanyang Polytechnic Blk A, 180 Ang Mo Kio Ave 8 #235",Under $10,Vietnamese,3.5
ThaiExpress,"Jurong Point, 63 Jurong West Central 3 #B1-65/66/67 (JP2)",$11 - $20,Thai,4
ThaiExpress,"Paragon, 290 Orchard Road #B1-45/46",$11 - $20,Thai,3.5
ThaiExpress,"Tiong Bahru Plaza, 302 Tiong Bahru Road #02-09/10",$11 - $20,Thai,4.5
ThaiExpress,"Northpoint, 930 Yishun Ave 2 #02-55/56/57",$11 - $20,Thai,4
Thasevi Food,237/239 Jalan Kayu,Under $10,Indian,3
The 1925 Microbrewery and Restaurant,369 Jalan Besar,$21 - $30,,
The Academy Bistro,1 Supreme Court Lane Level 1,$11 - $20,Singaporean,
The Alley Cafe,21 Keong Saik Road,$11 - $20,Fusion,
The Arena,"Clarke Quay, 3B River Valley Road #01-08",$11 - $20,Multi-Cuisine,
The Art (Assumption Restaurant for Training),30 Cashew Road,$21 - $30,,
The Art Space Specialty Coffee,"Suntec City Mall, Tower 1, The Art Space, 3 Temasek Boulevard #01-444/445",Under $10,,
The Atrium,"Pan Pacific Hotel Singapore, 7 Raffles Boulevard Ground Floor",$11 - $20,,3.5
The Bakery Chef,Blk 161 Bukit Merah Central #01-3711,Under $10,American,3.5
The Banana Leaf Apolo,54 Race Course Road,$11 - $20,Indian,4
The Bank Bar + Bistro,"One Shenton, 1 Shenton Way #01-01",$21 - $30,American,
The Bar,"The Capitol Kempinski Hotel Singapore, Lobby Level, 15 Stamford Road",,"Asian Variety, Fusion",
The Bark Caf&#233;,1000 Upper Changi Road North,$11 - $20,Fusion,4
The Basil Inn,"Downtown East, Blk 1 Pasir Ris Close, #01-21",Under $10,Thai,
The Basil Inn,"1 Pasir Ris Close, #02-335 Downtown East E-avenue",$11 - $20,Thai,
The Beacon,"Marina Square, 6 Raffles Boulevard #01-01/02/03",$21 - $30,"Italian, Middle Eastern/Mediterranean, European",
The Bento People,"CT Hub, 2 Kallang Avenue #02-17",$11 - $20,Fusion,
The Black Sheep Cafe,"Thomson V, 11 Sin Ming Road #B1-30",$11 - $20,"French, Middle Eastern/Mediterranean, European",4
The Black Sheep,35 Mayo St,$31 - $50,"French, Swiss, European",4
The Black Swan,19 Cecil Street,$31 - $50,European,4
The Black Taj,"Bugis Junction, 200 Victoria Street #B1-K11",Under $10,Fusion,4
The Blue Ginger Restaurant,97 Tanjong Pagar Road,$31 - $50,Peranakan / Nonya,4
The Boiler,Novelty Bizcentre18 Howard Road #01-06,$51 - $80,"American, Latin American/South American",
The Book Cafe,"Seng Kee Building, 20 Martin Road #01-02",$11 - $20,"Italian, Middle Eastern/Mediterranean, European",4
The Buffet Restaurant,"M Hotel, 81 Anson Road Level 2",$31 - $50,Multi-Cuisine,4
The Burger Bar,"Far East Plaza, 14 Scotts Road #01-07",$11 - $20,American,
The Caf&#233; Cartel,"Plaza Singapura, 68 Orchard Road #01-32/33/35",$11 - $20,American,4
The Caf&#233; Cartel,"Golden Village Cinema, 51 Yishun Central 1 #01-04",$11 - $20,American,3.5
The Caf&#233; Terrace,"Raffles Town Club, Blk 1 Plymouth Avenue",Under $10,Italian,3.5
The Carving Board,Blk 252 Jurong East St 24 #01-107,$11 - $20,American,
the CASTEL cafe,"Blk 555, Ang Mo Kio Ave 10 #01-1940",Under $10,"Italian, Middle Eastern/Mediterranean, European",3.5
The Cat Cafe,"Bugis Village, 241B Victoria St",$11 - $20,,
The Cathay Restaurant,"The Cathay, 2 Handy Road #02-01",$21 - $30,"Cantonese/Hong Kong, Chinese",4
The Cereal Pantry,45 Telok Blangah Drive #01-171,Under $10,,3.5
The Chamber,"Capital Square 2, 21 Church St #01-04",$11 - $20,,
The China Club,"Capital Tower, 168 Robinson Road #52",$11 - $20,Cantonese/Hong Kong,4
The Chupitos Bar,"The Foundry, 3B River Valley Road #01-05",$11 - $20,,4
The Clueless Goat,189 Thomson Road,Under $10,,
The Coastal Settlement,200 Netheravon Road,$31 - $50,Multi-Cuisine,3.5
The Coconut Club,28 Ann Siang Road,$11 - $20,Malay,
The Coffee Bean &amp; Tea Leaf,"AMK Hub, 53 Ang Mo Kio Ave 3, #B1-21A",Under $10,American,4
The Coffee Bean &amp; Tea Leaf,"Junction 8 Shopping Centre, 9 Bishan Place #01-34",Under $10,American,4
The Coffee Bean &amp; Tea Leaf,"Bugis+, 201 Victoria St #01-06",Under $10,American,4
The Coffee Bean &amp; Tea Leaf,"West Mall, 1 Bukit Batok Central Link #01-09",Under $10,American,3.5
The Coffee Bean &amp; Tea Leaf,"Changi City Point, 5 Changi Business Park Central 1 #01-41",Under $10,American,
The Coffee Bean &amp; Tea Leaf,"Changi Airport Terminal 2, 60 Airport Boulevard #026-017 (Departure Check-in Hall)",Under $10,American,3.5
The Coffee Bean &amp; Tea Leaf,"Suntec City Mall, 3 Temasek Boulevard #02-603/604",Under $10,American,3.5
The Coffee Bean &amp; Tea Leaf,"Millenia Walk, 9 Raffles Boulevard #01-106",Under $10,American,3.5
The Coffee Bean &amp; Tea Leaf,"Kallang Wave Mall, 1 Stadium Place #01-44/45",Under $10,American,
The Coffee Bean &amp; Tea Leaf,"City Square Mall, 180 Kitchener Road #B1-04",Under $10,American,4
The Coffee Bean &amp; Tea Leaf,"Marina Bay Link Mall, 8A Marina Boulevard #B2-10",Under $10,American,
The Coffee Bean &amp; Tea Leaf,"Novena Square Velocity, 238 Thomson Road #02-04/K1",Under $10,American,4.5
The Coffee Bean &amp; Tea Leaf,"Forum The Shopping Mall, 583 Orchard Road #01-45/46",Under $10,American,3.5
The Coffee Bean &amp; Tea Leaf,"NUH Main Building, 5 Lower Kent Ridge Road, #01-10",Under $10,American,3.5
The Coffee Bean &amp; Tea Leaf,"Downtown East, Blk 1 Pasir Ris Close, #02-106",Under $10,American,3.5
The Coffee Bean &amp; Tea Leaf,"Singapore Post Centre, 10 Eunos Road 8 #01-01",Under $10,American,
The Coffee Bean &amp; Tea Leaf,"Republic Plaza, 9 Raffles Place #01-10",Under $10,American,
The Coffee Bean &amp; Tea Leaf,"Resorts World Sentosa, 8 Sentosa Gateway (The Forum)",Under $10,American,4
The Coffee Bean &amp; Tea Leaf,"Tampines 1, 10 Tampines Central 1 #03-K3/K5",Under $10,American,
The Coffee Bean &amp; Tea Leaf,"Century Square, 2 Tampines Central 5, #01-19",Under $10,American,3.5
The Coffee Bean &amp; Tea Leaf,"International Plaza, 10 Anson Road #01-32",Under $10,American,4
The Coffee Bean &amp; Tea Leaf,"VivoCity, 1 Harbourfront Walk #02-03/04",Under $10,American,3.5
The Coffee Bean &amp; Tea Leaf,"HDB Hub, Blk 480 Lorong 6 Toa Payoh #01-12",Under $10,American,3.5
The Coffee Cart,465 Crawford Lane #01-08,$11 - $20,,
The Coffee Nations,17 Bali Lane,$11 - $20,,
The Cold Pantry,131 Rangoon Road,Under $10,,4
The Coriander Cafe,"Thomson Plaza, 301 Upper Thomson Road #02-08",$11 - $20,Singaporean Chinese,
The Corner Place Korean BBQ,"Marina Square, 6 Raffles Boulevard #04-102",$21 - $30,Korean,3.5
The Curry Wok,"Coronation Arcade, 5 Coronation Road #01-04",$11 - $20,"Peranakan / Nonya, Teochew",4
The Daily Press,Blk 126 Toa Payoh Lorong 1 #01-561,$11 - $20,,4
The Daily Roundup,"The Working Capitol,1 Keong Saik Road",Under $10,French,
The Dempsey Cookhouse &amp; Bar,17D Dempsey Road,$81 - $150,French,
The Desserts Shop - Kopitiam,"Thomson Plaza, 301 Upper Thomson Road #01-113",Under $10,Singaporean,
The Dispensary,69 Tiong Bahru Road,Under $10,,3
The Fabulous Baker Boy,"The Foothills, 70 River Valley Road, #01-15",$11 - $20,Singaporean Western,3.5
The Flying Squirrel,92 Amoy St #01-02,$11 - $20,"Japanese, Fusion",4
The French Table,"West Coast Plaza, 154 West Coast Road #02-26",$11 - $20,French,
The Garden Slug,"Bright Centre, 55 Lorong L Telok Kurau #01-59/61",$21 - $30,,3.5
The Gogi,"Alexandra Central, 321 Alexandra Road #03-01",$21 - $30,Korean,
The Guild,"55, Keong Saik Road, #01-01",$51 - $80,Asian Variety,
The Halia,"Raffles Hotel, 1 Beach Road #01-22/23",$31 - $50,"European, Fusion",4
The Halia,"Singapore Botanic Gardens, 1 Cluny Road (Ginger Garden)",$21 - $30,"European, Fusion",3.5
The Handburger,"Raffles City Shopping Centre, 252 North Bridge Road #B1-77/78",Under $10,American,4
The Handburger,"313@Somerset, 313 Orchard Road, #B2-17/18/19",$11 - $20,American,4
The Hangar,25 Arab St,$11 - $20,Australian / New Zealand,4
The House Of Robert Timms,"Wheelock Place, 501 Orchard Road #01-02/03",$31 - $50,Australian / New Zealand,3.5
The Ice Cream Man,"Hotel Boss, 500 Jalan Sultan #01-11",$11 - $20,"American, Italian",
The Icing Room,"Nex, 23 Serangoon Central #B2-58/59",$11 - $20,,4
The Icing Room,"313@Somerset, 313 Orchard Road #B2-52",$11 - $20,Singaporean,4
The Kelong by No Signboard Seafood Restaurant,"Robertson Walk, 11 Unity St #01-18/29",$31 - $50,,
The King Louis Grill &amp; Bar,"VivoCity, 1 Harbourfront Walk #03-07A",$31 - $50,American,3.5
The Kitchen at Bacchanalia,39 Hongkong Street,$81 - $150,Fusion,
The Kitchen Table,"W Singapore, 21 Ocean Way (Sentosa Cove)",$81 - $150,"Fusion, Multi-Cuisine",4
The Landing Point,"The Fullerton Bay Hotel, 80 Collyer Quay",$51 - $80,Multi-Cuisine,4
The Laneway Market,266 Tanjong Katong Road,$11 - $20,,3.5
The Lawn,"Nanos, 31 Biopolis Way #01-07",$11 - $20,,4
The Line,"Shangri-La Hotel, 22 Orange Grove Road Level 1",$51 - $80,Multi-Cuisine,4
The Line,"Shangri-La Hotel, 22 Orange Grove Road, Lower Lobby (Tower Wing)",$51 - $80,Multi-Cuisine,4
The Loft Cafe,268A South Bridge Road #02-01,$11 - $20,"Belgian, European",3.5
The Lokal,136 Neil Road,$51 - $80,Multi-Cuisine,4
The Mama Shop,"Old Police Operational Headquarters, 195 Pearl Hill Terrace",Under $10,"Singaporean, Fusion",3
The Manhattan FISH MARKET,"Bugis+, 201 Victoria St #04-07",$11 - $20,American,3.5
The Manhattan FISH MARKET,"The Star Vista, 1 Vista Exchange Green #B1-10",$11 - $20,American,3.5
The Manhattan FISH MARKET,"The Central, 6 Eu Tong Sen St #02-90",$11 - $20,American,3.5
The Manhattan FISH MARKET,"Plaza Singapura, 68 Orchard Road #06-07",$11 - $20,American,4
The Manhattan FISH MARKET,"JCube, 2 Jurong East Central 1, #04-10/21",$11 - $20,American,3.5
The Manhattan FISH MARKET,"Kallang Wave Mall, 1 Stadium Place #01-09",$11 - $20,American,
The Manhattan FISH MARKET,"United Square, 101 Thomson Road #B1-32/33",$11 - $20,American,
The Manhattan FISH MARKET,"Century Square, 2 Tampines Central 5 #01-31",$11 - $20,American,4
The Manhattan FISH MARKET,"Causeway Point, 1 Woodlands Square, #02-34/K1",$11 - $20,American,4
The Manhattan Pizza Co,"Orchard Central, 181 Orchard Road #B1-01",Under $10,American,4
The Maple Mania,"ION Orchard, 2 Orchard Turn, #B3-K2",$11 - $20,Japanese,
The Marmalade Pantry,"Oasia Hotel Singapore, 8 Sinaran Drive #01-02/04",$21 - $30,"American, Multi-Cuisine",
The Marmalade Pantry,"ION Orchard, 2 Orchard Turn #03-22/28 to 34",$31 - $50,,3.5
The Marshmallow Tree,46 Telok Blangah Drive #01-85,Under $10,,3.5
The Masses,"85 Beach Road, #01-02",$21 - $30,"French, Fusion",
The Merry Men Kitchen + Bar,"Robertson Blue, 86 Robertson Quay #01-02",$21 - $30,Australian / New Zealand,3.5
The Milky Way Homemade Ice Cream and Coffee,Blk 48 Tanglin Halt Road,Under $10,,
The Mind Caf&#233;,"Funan Digitalife Mall, 109 North Bridge Road #02-16",$11 - $20,,3.5
The Mushroom Pot,"Singapore Indoor Stadium, 2 Stadium Walk #01-02",$11 - $20,Fusion,4
The Mussel Guys Restaurant,"VivoCity, 1 Harbourfront Walk #02-123",$21 - $30,American,3.5
The Muthu&#39;s Flavors,7 Dempsey Road #01-01,$11 - $20,Indian,4
The Naughty Corner,"685 Hougang Street 61, #01-160",Under $10,,
The Neighbourwok,207 Bukit Batok Street 21,Under $10,Chinese,
The Nomads,"70 Telok Ayer Street, #01-01",$81 - $150,"Asian Variety, Fusion",
The Orange Lantern,73 Killiney Road,$11 - $20,Vietnamese,3.5
The Orange Lobster,"Orchard Central, 181 Orchard Road #08-09/10",$31 - $50,Beijing,4
The Orange Thimble,56 Eng Hoon St #01-68,$11 - $20,,4
The Orchard Cafe,"Orchard Hotel, 442 Orchard Road",$51 - $80,Peranakan / Nonya,3.5
The Oven Cafe Bistro,"The Commerze @ Irving, 1 Irving Place",$11 - $20,,
The Pelican Seafood Bar &amp; Grill,"One Fullerton, 1 Fullerton Road #01-01",$21 - $30,American,4
The Peloton,1 Changi Village Road #01-2008,Under $10,,
The Pine Garden,"AMK Hub, 53 Ang Mo Kio Ave 3 #01-13",Under $10,,
The Pine Garden,Blk 529 Ang Mo Kio Ave 10 #01-2369/#01-2329,Under $10,,4
The Pizza Place,"Raffles City Shopping Centre, 252 North Bridge Road #B1-16",$11 - $20,Italian,4
The Plain Jane,Blk 211 Serangoon Ave 4 #01-10,Under $10,Fusion,
The Plain,50 Craig Road #01-01,Under $10,Australian / New Zealand,3.5
The Populus Coffee &amp; Food Co.,146 Neil Road,$21 - $30,Fusion,4
The Prata Factory,"Bugis+, 201 Victoria Street #04-02",Under $10,Indian,3.5
The Prime Society,10 Dempsey Road #01-20,$21 - $30,Australian / New Zealand,4
The Providore,"Mandarin Gallery, 333A Orchard Road #02-05",$11 - $20,,3.5
The Providore - PasarBella,"The Grandstand, 200 Turf Club Road #02-K20/21/55",$11 - $20,,
The Provision Shop,Blk 3 Everton Park #01-79,$11 - $20,American,3.5
The Public Izakaya by Hachi,"100 AM, 100 Tras St #01-09",$21 - $30,Japanese,
The Quarters,16 Enggor Street #01-09,$21 - $30,"Asian Variety, Singaporean Western",
The Rabbit Hole,1 Raffles Place #04-30 (Shopping Podium),$11 - $20,,
The Refinery,"115 King George&#39;s Ave, #01-02",$21 - $30,Fusion,4
The Return Cafe Bistro,29 Bussorah Street,$11 - $20,Fusion,
The Rockin’ Diner by The Mustard Incident,11 Club St,$21 - $30,American,
The Rose Veranda,"Shangri-La Hotel, 22 Orange Grove Road",$51 - $80,Multi-Cuisine,4
The Roti Prata House,246M Upper Thomson Road,Under $10,Indian,3.5
The Royal Mail,"Ascott Raffles Place, 2 Finlayson Green",$21 - $30,English,4
The Royals Steakhouse,10 Jalan Pisang,$11 - $20,,
The Saladicious - Food Republic,"Shaw House, 350 Orchard Road",Under $10,,
The Ship Restaurant,"Nex, 23 Serangoon Central #01-61/62",$21 - $30,,3.5
The Song Of India,33 Scotts Road,$51 - $80,Indian,3.5
The Soup Bar,"Tanjong Pagar Plaza Market &amp; Food Centre, Blk 6 Tanjong Pagar Plaza #02-51",Under $10,,
The Soup Spoon,"Bugis Junction, 200 Victoria St #B1-K24A",$11 - $20,,4
The Soup Spoon,"Raffles City Shopping Centre, 252 North Bridge Road #B1-45",Under $10,Fusion,4
The Soup Spoon,"Jem, 50 Jurong Gateway Road #02-05",$11 - $20,,4
The Soup Spoon,"Marina Bay Financial Centre, 10 Marina Boulevard #B2-41/42/43",Under $10,,3.5
The Soup Spoon,"ION Orchard, 2 Orchard Turn #B4-67/68",$11 - $20,,4
The Soup Spoon,"Tampines Mall, 4 Tampines Central 5 #B1-K2",$11 - $20,,3.5
The Soup Spoon Union,"White Sands, 1 Pasir Ris Central Street 3 #02-33",$11 - $20,,
The Soup Spoon Union,"VivoCity, 1 Harbourfront Walk #B2-37",$11 - $20,,4
The Square,"Novotel Singapore Clarke Quay, 177A River Valley Road Level 7",$51 - $80,Multi-Cuisine,4
The Square @ Furama,"Furama RiverFront Singapore, 405 Havelock Road Level 2",$31 - $50,Multi-Cuisine,3.5
The Study,49 Keong Saik Road,$31 - $50,English,4
The Summerhouse,3 Park Lane,$21 - $30,,
The Sushi Bar,"Ngee Ann City, 391 Orchard Road #05-34/35",$11 - $20,Japanese,
The Sushi Bar,"Far East Plaza, 14 Scotts Road #04-28",$11 - $20,Japanese,3.5
The Tastemaker,22 Havelock Road #01-705,$11 - $20,,3.5
The Tavern and Fireplace,"Tanglin Club, 5 Stevens Road Lobby Level",$31 - $50,"American, European",
The Tavern Pub &amp; Restaurant,227 River Valley Road,$81 - $150,"Swiss, European",4.5
The Tea Party Cafe,1 Biopolis Drive,$11 - $20,Italian,
The Tiramisu Hero,121 Tyrwhitt Road,Under $10,,3
The Udder Pancake,17 Lorong Kilat #01-09,$11 - $20,,
The Ugly Cake Shop,"GB Point, 535 Kallang Bahru #01-06",$31 - $50,,
The Uncle Sam&#39;s Claypots,"Afro Asia Building, 63 Robinson Road #01-01A",Under $10,,
The University Club,"Shaw Foundation Alumni House Storey 4, 11 Kent Ridge Drive",$21 - $30,"French, Singaporean Chinese",
The Wallich,"Anson House, 72 Anson Road",$21 - $30,,
The White Rabbit,"Tanglin Village, 39C Harding Road",$31 - $50,European,3.5
The Wicked Garlic,"International Plaza, ﻿10 Anson Road #01-37",$11 - $20,Italian,
The Wine Company,6 Sentosa Gateway #01-08,$11 - $20,European,
The Workbench Bistro,332 Ang Mo Kio Avenue 1 #01-1881 Singapore 560332,$21 - $30,"Western Variety, Multi-Cuisine",3.5
